Clinic Name,Province,Location,Owner,LinkedIn,Website,Phone,Email,Latitude,Longitude
Pets 'n Us Veterinary Clinic,Fujairah,"Villa 73, King Faisal Road, Al Faseel, Fujairah<br>P.O. Box 3220",,https://www.linkedin.com/company/petsnusvetclinic/,https://www.instagram.com/petsnusvetclinic_fujairah/,971 50 211 0037<br>971 50 897 6665,petsnusvetclinicfujairah@gmail.com,25.1361618,56.35259584
Vet Care Veterinary Clinic,Fujairah,"Villa D1, Al Nakheel Street, Al Faseel, Fujairah",,https://www.linkedin.com/company/vetcareveterinaryclinic/,https://www.facebook.com/p/VetCareClinic100064010474318/,971 50 995 9248,,25.13525062,56.35145207
Al Mayya Veterinary Center,Fujairah,586W+R8F - Unnamed Road - سكمكم - Fujairah - United Arab Emirates,,,https://www.atninfo.com/uae/fujairah/veterinaryclinics1575,971 9 223 5955,,25.16209327,56.3458218
Cute Paws Veterinary Clinic,Fujairah,482W+FM3 Sur Kalba Sharjah - behind Fujairah Airport - Hay Al Soar - Fujairah,,,,971 585678092,,25.10195849,56.34642102
Marbah Veterinary Clinic,Fujairah,79G6+2Q5 - Mirbih - Fujairah,,,https://www.atninfo.com/uae/fujairah/veterinaryclinics1575,971 9 238 0737,,25.27498337,56.36197898
Tristan Veterinary Clinic,Sharjah,Sour Kalba - 703 - Sharjah,,,https://www.instagram.com/tristanpetsuae/,971 55 632 3869,,25.10136335,56.32764828
Lovely Pet Veterinary Clinic,Fujairah,"35, Fujairah Street, Al Faseel, Fujairah",,,,,,25.13761044,56.35247469
Vets24 Veterinary Clinic,Ras Al Khaimah,Al Refaa - Sheikh Mohammed Bin Salem Rd - E11 - Ras Al Khaimah - United Arab Emirates,,https://ae.linkedin.com/company/vets24,https://vets24.ae/<br>https://www.facebook.com/Vets24AlRefaa/<br>https://www.instagram.com/vets24_/,971 7 243 6600<br>971 50 487 6041,info@vets24.ae,25.71435814,55.85014211
Village Vet ,Ras Al Khaimah,Paris St - Al Jazeera Al Hamra-Qaryat Al Hamra - Ras Al Khaimah - United Arab Emirates,Dr. Omer Kutubi,https://www.linkedin.com/in/dromerkutubi6234526b/<br>https://www.linkedin.com/in/villagevetuae9a5b27188/,https://www.villagesvet.com/<br>https://www.facebook.com/p/VillageVet100063618232072/,971 7 243 8080,villagevet@yahoo.com,25.68218385,55.7800578
Tag Veterinary Clinic,Ras Al Khaimah,272 Sheikh Mohammed bin Salem St - Dafan Al Khor - Ras Al Khaimah - United Arab Emirates,,https://www.linkedin.com/company/tagveterinaryclinic/,https://www.tagvet.ae/<br>https://www.facebook.com/tagvet.ae/,971 55 884 4233,info@tagvet.ae,25.78488553,55.94010652
Al Amal Veterinary Clinic,Ras Al Khaimah,"Al Felayya, Ras Al Khaimah",Dr. Sami,,https://alamalvetclinic.com/<br>https://www.instagram.com/alamalveterinary/,971 7 501 2973<br>971 56 107 1118,,25.73728737,55.9815949
Shaam Veterinary Clinic,Ras Al Khaimah,Shaam - Ras Al Khaimah - United Arab Emirates,,,,971 7 266 6164,,26.02370541,56.0838747
Corniche Veterinary Clinic,Ras Al Khaimah,6 4A St - Dafan Al Khor - Ras Al Khaimah - United Arab Emirates,,,https://www.facebook.com/p/CornicheVeterinaryClinic61559272010228/,971 50 998 2333<br>971 56 237 2333,,25.79262836,55.95130275
Dr. Jimmy Veterinary Clinic,Ras Al Khaimah,Al Dhait - Al Dhait South - Ras Al Khaimah - United Arab Emirates,Dr. Jimmy,,https://www.instagram.com/drjimmyvet/,,,25.74654733,55.90705689
Pet Care Clinic Veterinary,Ras Al Khaimah,47 Al Ghafat Rd - Al Riffa - Ras Al Khaimah - United Arab Emirates,,,https://www.instagram.com/pet_care.clinic/,,,25.71690644,55.85991524
Al Marae Veterinary Clinic,Ras Al Khaimah,PX5C+J4F - near kharan round about - Al Kharan - Ras Al Khaimah - United Arab Emirates,,,,971551196690,,25.71244178,55.98794203
Al Qaiser Veterinary Clinic,Ras Al Khaimah,"Al Digdaga, Al Fahlain, Ras al-Khaimah Municipality, Ras al-Khaimah Emirate",,,,,,25.671374,55.969925
Homely Petz,Ras Al Khaimah,"Al Dhait North, Sector 4, Ras Al Khaimah",,,,,,25.7502293,55.9322998
Gulf Veterinary Center,Dubai,"Dubai  Industrial Area, Distribution Center",,,https://www.gulfveterinarycentre.com/,971 3 763 3269,,25.25155492,55.3162227
Al Khail Al Aseel Vet Est.,Dubai,6G5X+PC3 - Al Khawaneej - Al Khawaneej 2 - Dubai - United Arab Emirates,,,https://www.yello.ae/company/211963/alkhailalaseelvetest,971 3 722 1242,,25.20946832,55.5488338
Noble Veterinary Clinics,Dubai, Jumeirah,Dr. Soheyl Simaei,,https://noblevetclinic.com/,971 4 885 9800,contact@noblevetclinic.com,25.17170422,55.22496043
2Feet4Paws Veterinary & Exotics Clinic,Dubai,Wadi Al Safa,,,https://2feet4paws.ae/,971 4 552 0213,info@2feet4paws.ae,25.09116868,55.38428946
Petflix Vet Clinic,Dubai,"Shop B04, Samari Retail, Ras Al Khor Industrial 3",,,,971 55 620 4085,,25.17762047,55.37625876
Petland Wellness Vet Clinic ,Dubai,"Office C09, Royal Class Building, DIP1, Dubai",,,https://www.petlandwellness.com/,971 56 710 0752,,24.99813633,55.17024263
Star Veterinary Clinic,Dubai,Dubai Sports City - Dubai - United Arab Emirates,,,https://www.starveterinaryclinicdubai.com/,,,25.03694198,55.22231936
Star Veterinary Clinic,Dubai,"ZOOM - block C, Beside - The Sustainable City - Dubai - United Arab Emirates",,,https://www.starveterinaryclinicdubai.com/?utm_source=GMB&utm_medium=organic,971 4 327 4921 ,,25.02852556,55.27491838
Sukar Vet Clinic,Ajman,Ajman,,,,,,25.37745802,55.59985954
Al Enaya Pet Care Center,Ajman,Ajman,,,,,,25.3990283,55.5023758
Alrayan Vet Clinic,Ajman,"Helio 2, Ajman",,,,522142152,,25.3805782,55.603332
The Vets Veterinary Clinic,Ajman,Ajman,,,,,,25.4188174,55.48800404
Al Amirat Veterinary Clinic for Pets Care,Ajman,"Jurf Gardens, Jurf Industrial 3",,,https://www.facebook.com/p/‚Äö√†√∂‚àö‚àè‚Äö√†√∂‚àö¬∫‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö‚àè¬¨¬®¬¨¬£‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö¬±‚Äö√¢√†‚Äö√†√®‚Äö√†√∂¬¨√ü‚Äö√†√∂‚àö‚àè¬¨¬®¬¨¬±‚Äö√†√∂‚àö‚àè‚Äö√†√∂‚àö¬∫‚Äö√†√∂‚àö‚àè‚Äö√Ñ√∂‚àö√´¬¨¬¢‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö¬¥‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö‚àè‚âà√¨‚àö√ë‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö‚à´‚Äö√†√∂‚àö‚àè‚Äö√†√∂‚àö¬∫‚Äö√¢√†‚Äö√†√®‚Äö√†√∂¬¨√ü‚Äö√†√∂‚àö‚àè¬¨¬®¬¨¬©‚Äö√†√∂‚àö‚àè¬¨¬®‚àö√ú‚Äö√†√∂‚àö‚àè‚Äö√†√∂‚àö¬∫‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö‚àè‚Äö√Ñ√∂‚àö¬¢‚Äö√Ñ‚Ä†‚Äö√¢√†‚Äö√†√®‚Äö√†√∂¬¨√ü‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚Äö√Ñ‚Ä†‚Äö√†√∂‚àö‚àè‚Äö√†√∂‚àö¬∫‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö‚à´‚Äö√†√∂‚àö‚àè‚Äö√†√∂‚àö¬∫‚Äö√†√∂‚àö‚àè‚Äö√Ñ√∂‚àö√´¬¨¬¢‚Äö√†√∂‚àö‚àè‚Äö√†√∂‚àö¬∫‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö¬¥‚Äö√†√∂‚àö‚àè¬¨¬®¬¨¬£‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö¬¥‚Äö√¢√†‚Äö√†√®‚Äö√†√∂¬¨√ü‚Äö√¢√†‚Äö√†√®‚Äö√†√∂‚àö√±‚Äö√†√∂‚àö‚àè¬¨¬®¬¨¬©AlAmiratPetsCare100071734958368/,,,25.42142341,55.53548738
Eco Vet Veterinary Clinic,Ajman,"Hamidiya 1 area, University street",,,,563889206,,25.40808179,55.51280753
Al Alamia Pet Clinic,Ajman,Ajman,,,https://www.facebook.com/profile.php?id=61554725229820,,,25.39891448,55.50213441
Pet Life Veterinary Clinic,Ajman,Al Yasmeen - Ajman - United Arab Emirates,,,https://www.instagram.com/clinicpetlife/?hl=en,553544177,petlifeclinic.vet@gmail.com,25.42839253,55.61689823
Pet Oasis Veterinary Clinic,Ajman,Ajman,,,,,,25.43158567,55.51948712
Al Ajwa Veterinarian Clinic,Ajman,Ajman,,,,,,25.37656399,55.58924824
Al Nukhba Veterinary Clinic,Fujairah,Fujairah,,,,,,25.28080189,56.36411165
Al Rahmah Veterinary Clinic,Ajman,Ajman,,,,,,25.40145956,55.50206091
Al Tarek Veterinary Clinic,Ajman,Ajman,,,,,,25.3763129,55.59100376
Al Zahia Veterinary Clinic,Ajman,CJ2C+G6G - Al Heliow - Ajman - United Arab Emirates,,,,,,25.40136074,55.6204638
Almahaba Veterinary Clinic,Ajman,Ajman,,,,,,25.44188474,55.52831175
Al Fersan Veterinary Clinic,Ajman,Ajman,,,,,,25.42220888,55.53585938
Almustakbal Veterinary Clinic,Ajman,Ajman,,,,,,25.38734379,55.50554614
Bayt Alhayawanat Alalifa Veterinary Clinic,Ajman,Ajman,,,,,,25.3663934,55.49248486
Express Veterinary Clinic,Ajman,Ajman,,,,,,25.42152157,55.53533176
Fluffy Veterinary Clinic,Ajman,Ajman,,,,,,25.39631496,55.5234053
The Cat Specialist Veterinary Clinic,Dubai,Dubai,,,,,,25.08880956,55.19148166
The Ark Animal Clinic,Dubai,Dubai Silicon Oasis,,,,,,25.10852276,55.37633379
Territory Pet Clinic,Dubai,Meydan,,,,,,25.17240831,55.30616169
Territory Pet Clinic,Dubai,JVC,,,,971 4 454 2247,,25.04758587,55.2106592
Shaklanvet,Dubai,Dubai,,,,971 4 454 5585,,25.24993071,55.34056719
Smart Vets Group,Dubai,Dubai,,http://www.linkedin.com/company/smartvetsgroup,http://www.smartvetsgroup.com,971 4 454 6777,,25.16502492,55.42232855
Red Carpet Clinic  ,Dubai,Dubai Silicon Oasis,,,,,,25.12081376,55.39623663
Safe Care Veterinary Clinic,Dubai,DMCC,,,,,,25.07972251,55.15262174
Royal Pets Clinic,Dubai,Al Garhoud,,,,971 4 285 0088,,25.23996426,55.34685796
Hurairah Veterinary Clinic,Dubai,Dubai,,,dm.gov.ae,,,25.36777752,55.49021312
Physio Evolution ,Dubai,"Dogwalk, Al Quoz",,,https://www.physio-evolution.com/,971 4 336 3009,,25.07751066,55.51432804
Whiskers and Wags Veterinary Clinic,Dubai,Dubai,,,,,,25.18488253,55.24202723
Trio Pet Care,Dubai,Dubai,,,,971 4 385 4554,,25.0332258,55.24690412
Gozl Veterinary UAE,Dubai,Dubai,,,,971 56 406 4606,,24.98551034,55.13845113
GAH Veterinary Medicine,Dubai,Al Khawaneej,,,,971 4 285 2655,,25.23520782,55.55212832
Dubai Equine Hospital,Dubai,2 Street # 22A - Za'abeel - Za'abeel 2 - Dubai - United Arab Emirates,,http://www.linkedin.com/company/dubaiequinehospital,http://www.deh.ae,971 4 324 4442,,25.20952234,55.29071391
Clinipets Vet Clinic,Dubai,DMCC,,,,,,25.0665729,55.13999557
Bright Future Pet Care,Dubai,Dubai,,,,971 4 454 5555,,25.2562202,55.3017248
Agrovet Alliance,Sharjah,Sharjah,,http://www.linkedin.com/company/agrovetalliance,http://www.agrovet.biz,971 4 276 5732,,25.3248653,55.50337782
Marina Vet Clinic,Dubai,Dubai Marina,,,,,,25.17557886,55.23137937
Al Nukhba Veterinary Clinic,Fujairah,Fujairah,,,,,,25.1244604,56.3355085
Wahat Aleef Veterinary Clinic,Fujairah,Al Ghurfah - Fujairah - United Arab Emirates,,,,,,25.59806707,56.28320799
Fluffy Cats Veterinary Clinic,Fujairah,Al Basrah St - Al Faseel - Fujairah,,,https://www.fluffyvetclinic.com/fujairah/ar/?channel_id=9698&channel_name=Google_Search-C1519GSCOAR&utm_medium=cpc&utm_campaign=Fluffy_Vet_Clinic_-_Fujairah&utm_source=google&IET=5883312&adset_name=171509852380&ad_name=%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9%20%D8%A8%D9%8A%D8%B7%D8%B1%D9%8A%D8%A9%20%D9%81%D9%8A%20%D8%A7%D9%84%D9%81%D8%AC%D9%8A%D8%B1%D8%A9&campaign_name=&gad_source=1&gbraid=0AAAAA-hUz3NyZdJNDwPXbUls-da6bTHie&gclid=CjwKCAiArva5BhBiEiwA-oTnXYmk7LTaiiSZoirIHYRznpgCRHIGa873B30dwGoysbzBV02lmzA0mhoC3T0QAvD_BwE,,,25.14429801,56.34720958
Alasifah Veterinary Clinic,Ras Al Khaimah,Old Town - The Old Market - Ras Al Khaimah,,,,,,25.79421889,55.95112443
Al Maha Veterinary Clinic,Sharjah,Al Marija St - Al Jubail - Hay Al Qasimiah - Sharjah - United Arab Emirates,,,https://connect.ae/profiles/ras-al-khaimah/al-enaya-pharmacy/profile-id=er0170442,,,26.84559529,55.47531368
Al Enaya Veterinary Clinic,Ras Al Khaimah,"Kharran, Ras Al Khaimah",,,,,,25.7288107,55.96047898
Al Rayah Al Baydha Vet Clinic,Sharjah,اللؤلؤية - Sharjah,,,,,,25.39005967,56.34960979
Al Tareeq Vet Clinic,Sharjah,11 Qasis Bin Abi Sa'asa'ah St - Al Jubail - Hay Al Qasimiah - Sharjah,,,,,,25.3545486,55.3818706
Al Malakyah Vet Clinic,Sharjah,Al Marija St - Al Jubail - Hay Al Qasimiah - Sharjah,,,https://maps.yango.com/enae/org/110503342466/?ll=55.383365%2C25.353775&z=16,971 6 5300925,,25.35382564,55.38327545
Alef & Aneq Veterinary Clinic,Sharjah,Muwaileh Commercial - Industrial Area - Sharjah,,97165793848,,,,25.30762031,55.45525997
Aloropi Veterinary Center,Sharjah,34 Al Marija St - Al Jubail - Hay Al Qasimiah - Sharjah,,,aloropivetcenter.ae,971 65744622,,25.35479373,55.38188838
Alrayah Albaydaa Vet. Clinic,Sharjah,29X3+3HW - Al Mafrag - Sharjah,,,,,,25.04766593,56.3538639
Dar Al Shifa Vet.Clinic,Sharjah,Al Saaf 8 - Sharjah,,,https://clarifiedby.diligenciagroup.com/company/summary/8879797daralshifavet.clinic/,971 508040379,,25.03331654,56.35015202
Dar Al Waad Veterinary Clinic,Sharjah,Al Bardi 3 - Sharjah,,,,971 52 299 6117,,25.33827389,56.35300777
Diamond claw vet clinic,Sharjah,Shop 4 - Al Arouba St - Al Jubail - Hay Al Qasimiah - Sharjah,,,diamondclaw.ae,67151447,diamondclawvet@gmail.com,25.3520583,55.38351079
The Greenline Vet Clinic,Sharjah,Al Marija St - Al Jubail - Hay Al Qasimiah - Sharjah,,,greenlinevetclinic.wixsite.com,971 56 557 9529,info@greenlinevetclinic.com,25.35645108,55.37918725
Turkish Vet.clinic,Sharjah,Al Badee Suburb - Hay Hoshi - Sharjah,Ebla Group,,https://g.co/kgs/Z7bTSvS,,,25.2466471,55.54623185
Al Nawadir Veterinary Clinic,Sharjah,Al Marija St - Al Jubail - Hay Al Gharb - Sharjah,,,alnawadirpetcare.com,65509601,info@alnawadir.ae,25.35549094,55.3816184
Aloropi Vet Center,Sharjah,Industrial Areas - Sharjah,,,aloropivetcenter.ae,971 65744622,,25.24566971,55.54502541
Afdal Veterinary Clinic,Sharjah,219 Sheikh Zayed St - Samnan - Halwan - Sharjah,,,afdalvets.com,9.72E+10,info@AfdalVets.com,25.34133262,55.42774355
Al Umara Veterinary Clinic,Sharjah, Bu Tena - Sharjah,,,,,,25.37343717,55.39904871
Al Asifah Veterinary Clinic,Sharjah,Muwaileh Commercial - Industrial Area - Sharjah,,,,971547773200,https://alasifahvet.ae/,25.30922561,55.45879911
Animal Care Center ,Sharjah,"Kalba Road, Industrial Area / Nasiriyah area, Sharjah",,,,971 6 543 7137,,25.3461498,55.4210633
Perfect care veterinary clinic,Sharjah,Birds and animal market - shop 03 - Al Sajaa - Sharjah,,,,971555830366,,25.30550047,55.60132778
Al Watania Veterinary Clinic,Sharjah,Al Jubail - Hay Al Qasimiah - Sharjah,,,,1395,,25.35452924,55.38188055
Pet Land Veterinary Clinic ,Sharjah,"Al saud head office building, shop#16 Muwellah - Sharjah",,,,971502911365,,25.29606045,55.46099391
Thumbay Veterinary Clinic,Sharjah,1 Al Wahda St - behind City Max Hotel - Bu Shaghara - Hay Al Qasimiah - Sharjah,,,http://thumbayclinic.com/,97165523177,,25.33862709,55.3983499
Little Paws Vet Clinic,Sharjah,Villa 317 A - 105 Al Mirgab St - Al Qadisiyah - Alheera Suburb - Sharjah,,,,971 6 534 5999,,25.37809386,55.41326566
Wisdom Veterinary Clinic,Dubai,Behind Al Khayam Bakery - Al Qusais Industrial Area - Al Qusais Industrial Area 3 - Dubai,,,,,,25.29615078,55.39259252
Pet Oasis UAQ,Umm Al Quwain,Al Abraq - Al Nekheila - Emirate of Umm Al Quwain,,,,,,25.49699854,55.57552373
Al Maraie Veterinary Company ,Ras Al Khaimah,"Al Hail, Ras Al Khaimah, Ras al-Khaimah Municipality",,,,,,25.709025,55.970322
Shamel veterinary ,Ras Al Khaimah,"Shamal, Ras Al Khaimah, Ras al-Khaimah Municipality",,,,,,25.821153,56.024064
Julphar Veterinary Clinic,Ras Al Khaimah,"Al Digdaga, Ras Al Khaimah, Ras al-Khaimah Municipality",,,,"971 504863033
971 558558652",,25.678085,55.968238
Happy Pets Veterinary Clinic,Abu Dhabi,F 214 - 137th St Zayed Bin Sultan St - Al Noud - Abu Dhabi - United Arab Emirates,,,,,,24.16336504,55.81149953
Al Rawdah Veterinary Clinic,Abu Dhabi,Sheikh Khalifa Bin Zayed St - Central District - Hai Al Qasr - Abu Dhabi,,,https://rvc.ae/,,,24.22509992,55.75669567
ALEX Veterinary Clinic,Abu Dhabi,Al Nahyan - Zone 1 - Abu Dhabi,,,,971 52 523 0341,,24.46433394,54.38091674
Al Marai Al Khadraa Veterinary Clinic,Abu Dhabi,F88H+WHH - Sweihan - Shabiat Suweihan - Abu Dhabi,,,,,,24.46729809,55.32899397
Alpha Delta Veterinary Clinic,Abu Dhabi,"Abu Dhabi Central District, Diagnostic Laboratory",,,,,,24.40934862,54.51841061
Animal Planet Veterinary Clinic,Abu Dhabi,Al Ain Central Market - Shop No 151 - behind Bawadi Mall - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,,,24.162466,55.80957752
Al Erjouwan Veterinary Est.,Abu Dhabi,"Al Ain Hilton Road, Al Sanaiya Industrial Area, Building 8",,,https://erjouwanvets.com/,971 3 751 1373,,24.21775645,55.77768489
Al Falah Vet LLC SPC,Abu Dhabi,"Abu Dhabi - Central District, Hai Al Hisn",,,https://instagram.com/alfalah_vet_est,971 3 766 0515,,24.21618695,55.77670781
Al Falah Vet Est,Abu Dhabi,Al Ain central market - behind Bawadi mall - Abu Dhabi - United Arab Emirates,,,,,,24.1624161,55.8103277
Al Fateh Veterinary Est,Abu Dhabi,Bawadi Mall - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,,,24.16385448,55.81120985
Al Fedaa Plus Vet Medicine,Abu Dhabi,Al Sarouj - Hai Al Hisn - Abu Dhabi - United Arab Emirates,,,https://www.yello.ae/company/154276/alfedaavetmedicine,971 3 751 7517,,24.2224378,55.7841387
Al Fedaa Vet Medical Establishment,Abu Dhabi,7PV2+4CG - Eastern Region - Abu Dhabi,,,,03 7517517,,24.2988728,55.7016742
Al Khalidiya Vet Clinic,Abu Dhabi,"Abu Dhabi Delma Street, Al Khalidiya area",Pet Friends Group,,petfriendsgroups.com,9.72E+11,pfrindsvet@gmail.com,24.46530499,54.38384305
Al Khatim Veterinary Clinic,Abu Dhabi,"1, 2547 Lane, Dhaharat Al Tayeb, Abu Dhabi",,,,"24.193020, 54.876763",Veterinary clinics,24.1930014,54.87731431
Al Maydan Veterinary Clinic,Sharjah,7VJG+8VP - Al Dhaid - Sharjah - United Arab Emirates,,,,,,25.28109761,55.87740261
Al Raha Veterinary Clinic,Abu Dhabi,"Azzam One residence, 1007, Channel street, RBW5, Al Rahah, Abu Dhabi",,,,"24.446623, 54.600281",Veterinary clinic,24.44648828,54.60058072
Al Rawafid Vet Est,Abu Dhabi,"Abu Dhabi - Al Ain District, Veterinary Services",,,,,,24.21515799,55.77778189
Al Salah Veterinary Store,Abu Dhabi,Central District - Hai Al Hisn - Abu Dhabi - United Arab Emirates,,http://www.linkedin.com/company/alsalahveterinarystore,http://www.alsalahvetstore.com,971 4 285 0088,,24.21694736,55.77611472
Al Sondus Vet Clinic,Abu Dhabi,6Q8G+8MW - Central District - Hai Al Hisn - Abu Dhabi - United Arab Emirates,,,https://www.yello.ae/company/154261/alsondusvetclinc,971 3 765 6631,,24.21604587,55.77679753
Al Wathba Veterinary Hospital,Abu Dhabi,22 Al 'Asjad St - Al Wathba - Al Wathbah South - Abu Dhabi,,,,971 2 583 2300,,24.27537058,54.65359157
Al Wathba Veterinary Medicines,Abu Dhabi,22 Al 'Asjad St - Al Wathba - Al Wathbah South - Abu Dhabi - United Arab Emirates,,,,,,24.2754097,54.65321606
Aleef Vet Clinic,Abu Dhabi,"Al Khaleej Al Arabi Street, Al Bateen, Abu Dhabi",,,,25572736,,24.44499108,54.37731991
Almarai Alkhadraa Veterinary Clinic,Abu Dhabi,Al Ain Building 33 Al Hayer Sweihan,,,,"03 7321511, 056 1911666",,24.1602879,55.8072725
Alyahar Veterinary Clinics ,Abu Dhabi,Al Ain,,,,"03 7840673, 052 9789789",,24.2248697,55.7452211
American Veterinary Clinic,Abu Dhabi,315 Al Falah St - Al Khalidiyah - W9 - Abu Dhabi - United Arab Emirates,,,https://americanvet.ae/,9.71E+10,,24.4649583,54.3518221
Animalia Veterinary Clinic,Abu Dhabi,"Marasy 4,Al Bateen, Abu Dhabi",,,https://www.animalia.ae/,971 544 424 987,hello@animalia.ae,24.45129738,54.33317875
Australian Veterinary Clinic,Abu Dhabi,Khalifa City A,,,http://australianvet.com/,971 2 556 5676,,24.40826763,54.55162422
Australian Veterinary Clinic ,Abu Dhabi,Oceanscape Tower Damac - Al Reem Island - Abu Dhabi - United Arab Emirates,,,,971 2 556 5676,,24.50707038,54.40622435
Bainouna Veterinary Center,Abu Dhabi,"Abu Dhabi - Airport Area, Near Airport",,,,971 2 443 5777,,24.46093534,54.40768586
Best Pet Vet,Abu Dhabi,"Al Rahah, Abu Dhabi",,,www.bestpet.vet,585117557,,24.455334,54.615355
British Veterinary Centre,Abu Dhabi,Al Fursan St - Khalifa City - Sector 33 - Abu Dhabi - United Arab Emirates,Dr. Martin Wyness,,http://www.britvet.com/,971 2 5504111,info_kc@britvet.ae,24.39740179,54.55501231
British Veterinary Centre ,Abu Dhabi,Villa 16 Mohammed Bin Mejren Al Marar St - ŸÇÿ±Ÿäÿ© ÿßŸÑŸÖÿßÿ±ŸäŸÜÿß - Al Marina - Abu Dhabi - United Arab Emirates,Dr. Jonathan Hale Clinical Partner,,https://britvet.com/,02 6650085,,24.47245678,54.3188249
The City Vet Clinic,Abu Dhabi,"Villa 143 and 145, 12th Street - A - opposite Al Forsan Village - Khalifa City - Abu Dhabi - United Arab Emirates",,,,,,24.40713012,54.55244359
Canadian Veterinary Clinic,Abu Dhabi,Al Khaleej Al Arabi St - Al Khalidiyah - W9 01 - Abu Dhabi - United Arab Emirates,,,https://canadianvc.com/,971 2 677 7631,canadianvet@live.com,24.46781993,54.35296988
Canadian Veterinary Clinic,Abu Dhabi,G96H+3C4 - Al Meena St - Al Zahiyah - E14 - Abu Dhabi - United Arab Emirates,,,https://www.canadianvc.com/,97126777631,,24.51062382,54.37974905
Capital Vet Clinic,Abu Dhabi,20 Alramlah street - Al Nahyan - E19 02 - Abu Dhabi,Dr. Curtis Sanders founder and Dr. Matthew Scroggs,,capitalvet.ae,971 543 80 8022,contact@capitalvet.ae,24.472169,54.37892379
Cloud 9 Pet Hotel & Care,Abu Dhabi,"Villa 72, 23rd Street A - Abu Dhabi - United Arab Emirates",Identifies as women-owned,,https://instagram.com/cloud9pethotel?igshid=MzRlODBiNWFlZA==,9.71E+10,Veterinary clinics,24.4221032,54.5573448
Dr. Vet Animal Hospital,Abu Dhabi,Khalifa City,,,https://drvet.ae/,971 2 4126555,info@drvet.ae,24.4201314,54.5749535
Elite Veterinary Clinic,Abu Dhabi,"Shop F37/38 Bawadi market, Al Ain- UAE",Khaled Alnuaimi,,http://www.elitefarm.ae,971 3 733 3473,reception@elitevet.ae,24.2248697,55.7452211
Fit Life Veterinary Clinic,Abu Dhabi,Arabian Gulf St - Al Manhal - W19 01 - Abu Dhabi,,,,971 2 585 7633,,24.44705598,54.36540251
German Veterinary Clinic,Abu Dhabi,Khalifa City - Sector 32 - Abu Dhabi - United Arab Emirates,Dr. Katrin Jahn,,https://www.germanvet.ae/,971 2 556 2024,info@germanvet.ae,24.41800531,54.56383236
Gulf Vetcare LLC,Abu Dhabi,Abu Dhabi - Al Ain Truck Rd - Al Wathba - Al Dhafrah East - Abu Dhabi - United Arab Emirates,Masroor Hussain,,https://gulfvetcare.com/,971 25826072,info@gulfvetcare.com,24.24575906,54.62661573
Hilal Veterinary Clinic,Abu Dhabi,الخالدية - أبوظبي - buildingentrancebacksidesheratonhotelKhalidiya - Abu Dhabi,,,,,,24.47585957,54.34980828
Hogwarts Veterinary Clinic,Abu Dhabi,1 At Tilfahah St - Al Zahiyah - E16 02 - Abu Dhabi - United Arab Emirates,,,,557504215,,24.49099047,54.38396637
Hope Veterinary Clinic,Abu Dhabi,Marina office park - villa 32 Marina ring road - Al Kasir - Al Marina - Abu Dhabi - United Arab Emirates,Dr. Hafsa Lotfi,,https://hopeveterinaryclinic.ae/,971 50 544 5926,info@hopeveterinaryclinic.ae,24.47515421,54.31830907
Life Line Veterinary Clinic,Abu Dhabi,Birds market-shop - 10th - 13 ʻAttab St - Al Zahiyah - Al Mina - Abu Dhabi,,,https://www.lifelinevetclinic.com/,,,24.51004645,54.37876588
Najm Suhail Veterinary Clinic,Abu Dhabi,Abu Dhabi Al Markaziya,,,,,,24.2736853,54.6552459
National Veterinary Clinic,Abu Dhabi,Area Opposite Mary Mother of Jesus Mosque and St. Andrew Church - Sinan Bin Abi Sinan St - Al Mushrif - W24 02 - Abu Dhabi,Dr. Faisal Shaheen,,https://www.newvetclinic.com/,,,24.4499602,54.3867383
Najm Suhail Veterinary Clinic,Abu Dhabi,"Al Wathbah South, Abu Dhabi",,,,503278296,,24.242878,54.7014763
New Veterinary Clinic,Abu Dhabi,"Abu Dhabi - Mezzanine Floor, Al Rafideen Laundry Building, next to National Hospital",Dr. Faisal Shaheen,,http://www.newvetclinic.com/,970 2 6725 955,Drfaisal@newvetclinic.com,24.47612255,54.37801651
Pet Street Veterinary Clinic,Abu Dhabi,Central Market - Shop No F106 - behind Bawadi Mall - Al Noud - Wadi Al Ain 1 - Abu Dhabi - United Arab Emirates,,,,,,24.16211772,55.81033981
Pets Republic Veterinary Clinic,Abu Dhabi,"Abu Dhabi - 28 Saeed Bin Saif Al Falahi Street, Al Nahyan, E25",,,,,,24.46681463,54.38638104
